ITEMCODE,DESCR1,DESCR2,DESCR3,DESCR4,UNIT,PARTNO,EXCHAPTER,EXCHAPTERDESCR,ALTPARTNO,LOCATION,STKQTY,STKVALUE,STKRATE,LSUPPCODE,LPOYEAR,LPOSERIES,LPONUMBER,LSUPPRATE,LRECVDATE,LISSUDATE,AVGISUQTY,AVGISUVLU,CYROPNQTY,CYROPNVLU,LYRECPQTY,LYRECPVLU,LYRISUQTY,LYRISUVLU,MINSTK,MAXSTK,ABCLASS,VARIANCE,STATUS,USERID,ACTION,ACTIONDATE,CYRISUQTY,CYRISUVLU,LPODATE,ITEMTYPE
11481712,"CONTROL VALVE FOR DSH,SIZE:1"" CV=6.3",RATING=ANSI600,CHERECTRISTIC=EQUAL%,AIR TO OPEN SIGNAL=0.2 TO 1.00 CM2 MODEL=VSLVA1R RANGE=0.8TO2.4G CM2,NO, , ,                    , , ,0,0,25628.09,302I097,20062007,ST,1809,21185,31/08/2007,01/09/2007,0,0,0,0,0,0,0,0,0,0,A,20, , , ,32:03.0,0,0,01/03/2007,  
16405052,STEREO OF PCL/OMAN 2001/2 CJ/99/928,JEDDAH SAUDI ARABIA,ALL STATE INT CO,LD YANGON MYANMAR MAIZE STARCH POWDR MODIFIED SIZING CH.150 50X38,SC, , ,                    , , ,0,0,0,302S508,20002001,CO,49,0.3,05/01/2001,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,NULL,  
12082220,MCB 15A 440V, AC CAT-M3, 1 POLE,LOADSTER MAKE MORARJI DORMAN SMITH LTD,NO, , ,                    , , ,0,0,0, , , ,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,A,20, ,EDP, ,23:17.0,0,0,NULL,  
15283581,BASE FRAME M.S.FOR MEGA G-50-200,COUPLING, COUPLING GUARD & ,FOUNDATION BOLTS MOTOR 3HP / 1500 RPM,NO, , ,                    , , ,0,0,6167.44,302P135,20102011,CP,627,5873.75,05/02/2011,NULL,0,0,0,0,0,0,0,0,0,0,A,0, ,EDP, ,46:08.0,0,0,25/12/2010,  
15283582,BASE FRAME M.S. FOR MEGA G-65-200,COUPLING, COUPLING GUARD & ,FOUNDATION BOLTS MOTOR 3HP/1500RPM,NO, , ,                    , , ,0,0,0, , , ,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,A,0, ,EDP, ,46:53.0,0,0,NULL,  
15283580,BASE FRAME M.S. FOR MEGA G 32-125,COUPLING, COUPLING GUARD & ,FOUNDATION BOLS MOTOR 3HP/2900RPM,NO, , ,                    , , ,0,0,5439,302P135,20102011,CP,627,5180,05/02/2011,NULL,0,0,0,0,0,0,0,0,0,0,A,0, ,EDP, ,44:55.0,0,0,25/12/2010,  
15201053,ROTARY AIR LOCK VALVE DIA:150 mm -,MORE:RAVH:150,BASE FRAME CHAIN & -,SPROCKET GUARD & 0.75 HP GEARED -MOTOR COMPLETE UNIT,NO, , ,                    , , ,0,0,0,302R251,20102011,CP,967,27125,23/04/2011,NULL,1,2731.723478,0,0,2,62829.64,2,62829.64,0,0,A,20, , , ,NULL,0,0,09/03/2011,  
11609166,GEAR BOX TYPE ALMO75 RATIO:80:1,CVL BOILER, KW:0.90, RPM-18 MOTOR:1.5HP RPM-1420,NO, , ,                    , , ,0,0,12687.76,302G259,20102011,ST,1791,9500,04/03/2011,05/03/2011,0,0,0,0,0,0,0,0,0,0,A,20, ,EDP, ,35:52.0,0,0,18/02/2011,  
15202097,MOTOR 10HP/1,440RPM 3PHASE,"AC,440V,IP55,CLASS:""F""INSULA.",FOOT MTG.FRAME:132M.CAGE INDICATION-MOTOR.,NO, , ,                    , , ,0,0,19338.79,302P181,20112012,CP,456,15246,07/12/2011,NULL,1,9176.796957,0,0,11,211066.33,11,211066.33,0,0,A,20, ,EDP, ,22:16.0,0,0,22/09/2011,  
11609059,GEAR WHEEL HELICAL 33 TEETH TO MATCH,WITH 66 TEETH GEAR FOR RGB TYPE G13-,10/DK74-176,305 RPM COMBINED WITH MOTORS 0.33KW 1330RPM FOR NB-3,NO, , ,                    , , ,0,0,315,302M176,20122013,ST,136,300,03/05/2012,04/05/2012,1,27.39130435,0,0,0,0,0,0,0,0,A,20, ,EDP, ,07:28.0,2,630,17/04/2012,  
15282187,MOTOR ELECT.10 HP/2900 RPM MAKE:ABB,415 +/- 10 % ,50 HZ ,03 POLE FOOT MOUNTED HORIZONTAL IP-55 ,NO, , ,                    , , ,0,0,18848.724,302P181,20112012,CP,844,14586,30/03/2012,NULL,1,5710.728261,0,0,7,131346.75,7,131346.75,0,0,A,20, , , ,NULL,0,0,05/03/2012,  
15201131,TRAP STEAM PERFOMANCE MODEL:R2T-,MONITARE,230A AC,"POWER SUPPLY WALL-MOUNTED UNIT,""SPIRAX""",NO, , ,                    , , ,0,0,20920.9,302S248,20012002,CP,53,20817.98,25/03/2002,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,01/02/2002,  
11401098,"PRESSURE GAUGE 2.1/2""DIA,0-150KG/CM2",GLYCERINE FILLED,{68mmPANEL ACT OUT},"1/4""BSP(M)BACK CONNECTION WITH-MOUNTING CLAMP COMPLETE",NO, , ,                    , , ,0,0,659.86,302M060,20072008,ST,40,550,14/06/2007,22/06/2007,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,09/04/2007,  
15101002,TOP S.S.600 mm X 600 mm WITH -,BACK GRILL,M.S.STRUCTURE,RUBBER MOUNTING LEGS (BOLT) ALLEN BOLT-PKG PRESSURE NUT/BOLT COMPL.SET,NO, , ,                    , , ,0,0,0,302W025,20002001,MS,69,3750,06/07/2000,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,NULL,  
15207001,"PRESSURE GAUGE 150mm (6"") 0-7 KG/CM2","3/8"" BSP BOTTOM CONNECTING, BOURDAN/",STEM:SS 316, MOVMENT : DIRECT MOUNTING: DIRECT. CASE: SHEET METAL,NO, , ,                    , , ,0,0,997.5,302M323,20102011,CP,720,950,14/02/2011,NULL,0,0,0,0,0,0,0,0,0,0,A,20, ,EDP, ,19:22.0,0,0,18/01/2011,  
11481720,DRAUGHT GUAGE, TYPE= EDGE WISE,CASE=ALUMINIUM MOUNTING=FLUSH PANEL,ACC=+_2%FSR SCALE=127mm TEMP=60degC CONN=1/4'NPT(F)  RNG= -25 TO +25MMWC,NO, , ,                    , , ,0,0,6161.97,302S108,20092010,ST,636,5581.25,21/09/2009,21/09/2009,0,0,0,0,0,0,0,0,0,0,A,20, , , ,55:30.0,0,0,04/07/2009,  
15207139,"PRESSURE GAUGE 150MM 6"" 0-7KG/CM2","1/2"" BSP BOTTOM CONNECTION BOURDEN",STEM:SS 316, MOVEMENT:DIRECT MOUTING:DIRECT CASE:SHEET METAL,NO, , ,                    , ,S2802,0,0,1050,302M323,20122013,CP,157,1000,16/08/2012,NULL,1,399.4565217,0,0,5,4987.5,5,4987.5,0,0,A,20, ,STORE,UPD,13:32.0,4,4200,06/07/2012,  
15201374,PUMP CENTRIFUGAL DB 50/16,MOC:CODE83,CASING/IMPEPPER:C.I.,"TOTAL HEAD:37.7 MTR SINGLE STAGE RATEOF FLOW:10.0L/S LIQUID HANDLED:CLEAR WATER,""KBL""MAKE",NO, ,C,LUB.OIL /  GREASE   , , ,0,0,18422.35,302K016,20022003,CP,110,22710,09/06/2003,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,07/03/2003,  
16201726,"PIPE HOSE FLEXIBLE 1/2""DIA BSP FREE",NUTS & BOTH END W.P.120 KG/CM2,"LG:24"" NON-CONDUCTIVE {PC OF 0.7.5-",MTR LG}FOR GLUTEN H.P.WORKING PUMP,NO, , ,                    , , ,0,0,0,302N062,20022003,MS,210,510,NULL,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,24/09/2002,  
11481653,SENSOR TEMP.RTD PT-100 RNG:0-99.9DEGC,03WIRE,"ACCU.:+-0.5DEG.'C'.LG=1-MTR,WT 10MTR'S EXT.WIRE.DIA:3/8""DIA.",SHEATH MATERIAL:SS 304.HOT JUN.GROUN,NO, , ,                    , , ,0,0,3186,302S063,20042005,ST,1181,3186,11/10/2004,11/10/2004,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,18/08/2004,  
15201585,"TRAP MAGNETIC INLET:3""DIA,OUTLET:3""-DIA",ROD:34mmDIAX180mmL,"RARE EARTH-Nd:Fe:BN,TEMP:80 DEG.""C"",",STRENGTH:11 000Gause,NO, , ,                    , , ,0,0,28080,302P210,20032004,CP,141,26000,23/10/2003,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,30/09/2003,  
16204088,"PIPE ST.MS SEAMLESS 3""DIAX19.1/2""LG,",WT 03mm THK NATURAL R.L.FROM INSIDE-,& 05mm THK ON FLANGES,"EB.R.L.HARD-NESS 95-100,SHORE:""A""BROWN EBONITE",NO, , ,                    , , ,0,0,977.4,302C067,20032004,MS,174,905,09/09/2003,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,09/09/2003,  
11401015,PRESSURE GAUGE 100mm DIAL 0 TO 10 KG,GLYCERINE FILL, DIAPHRAGM SEALED-,"1/2"" BSP(M)B.C.CASE:SS 304,{BODY&BO-NET}INTERNAL:S.S.316 ACC + - 1%",NO, ,C,LUB.OIL /  GREASE   , , ,0,0,2095.01,302W032,20042005,ST,1921,2095.01,09/03/2005,10/03/2005,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,NULL,  
15204062,ERECTION WORK OF ADDITION STRUCTURE,CONTATING COLOUMS,LONG-HEAVY BRACING,CROSS SUPPORTING STRUCTURE AS PER-NEW DRAWING.,NO, , ,                    , , ,0,0,0,302G226,20042005,CP,213,35000,NULL,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,09/10/2004,  
11620002,COAL CRUSHER FABRICATIED FROM 16MM,THICK PLATE AS PER EXISTING WITH LIN,PLATES BREAKER PLATE ASSEMBY, BRAND NEW HAMMER(BEARING HOUSING PULLEY,NO, , ,                    , , ,0,0,210000,302R239,20102011,SP,489,200000,01/02/2012,02/02/2012,1,9130.434783,0,0,1,210000,1,210000,0,0,A,20, ,EDP, ,54:41.0,0,0,03/12/2010,  
19202321,"METER ENERGY OLD ""GEC"" TO BE REPAIR-",3 PHASE 4 WIRE,WITH FITTED REQUIRE-NEW PART'S,ALL COMPLETE DETAIL'S AS-OUR ENGR'S INSTRUCTION'S,NO, , ,                    , , ,0,0,450,302R068,20022003,RP,260,450,26/02/2003,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,26/02/2003,  
19202322,"METER ""BARODA ELECT.""TO BE REPAIR-",3 PHASE 4 WIRE,WITH FITTED REQUIRE-NEW PART'S,ALL COMPLETE DETAIL'S AS-PER OUR ENGR'S INSTRUCTION'S,NO, , ,                    , , ,0,0,275,302R068,20022003,RP,260,275,26/02/2003,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,26/02/2003,  
19201050,GAS CUTTER OF QXY/ACETELENE CYLINDER,REPAIRED WITH NEW CUTTING NOZZLE -,ESAB A/3864 FITTED IN, & WITH SOME NEW PART'S FITTED COMPLETE,NO, , ,                    , , ,0,0,350,302S793,20122013,RP,283,350,31/01/2013,NULL,1,52.17391304,0,0,0,0,0,0,0,0,A,20, , , ,NULL,4,1200,30/01/2013,  
19201310,TANK EBONITE (BROWN) RE-LINING TO BE,"DONE,SIZE:32""DIAX60""HT.AREA LINED:66",Sq.FT,MODIFICATION ON TOP COVER -NIPPLE & CONNECTIONS WT HYDROTEST,NO, , ,                    , , ,0,0,6430,302S415,20012002,RP,278,6430,11/02/2002,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,11/02/2002,  
15201160,BIO GAS BURNER HEAT OUTPUT:2.0MILLI-,ON KCAL/HR,F.O.:200KG/Hr,BIO-GAS:350 nm3/Hr TURN DOWN RATIO:1:4 GAS:AUTO OIL:AUTO/MANUAL FOR GLUTEN DRYER,NO, , ,                    , , ,0,0,512720,302(E)102,20022003,CP,13,451296.15,17/10/2002,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,10/07/2002,  
11526004,OIL SEAL-FIGURE-5 (ARRANGAMENT,OF OIL RELAY CYLINDER) REF.NO:33,TURBINE SR NO: #FR-2-024,TEIL W.O.NO : #C-2209 FOR LP ACTUATOR,NO, , ,                    , , ,0,0,149.51,302T113,20082009,ST,608,125,27/06/2008,28/06/2008,0,0,0,0,0,0,0,0,0,0,A,20, ,EDP, ,05:59.0,0,0,18/06/2008,  
12382001,"PULLEY CI ""V""BELT ""B""SEC.DIA:180mm,-",BORE:44mmDIA,KEYWAY:12mmX6mmD.,NO OF GROOVE:03 FOR REACTION TANK-NO 1&2 STORRER OF STARCH PLANT,NO, , ,                    , , ,0,0,776.88,302M186,20072008,ST,1700,747,10/01/2008,10/01/2008,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,18/12/2007,  
11805301,DISTANCE PIECE MS DRG.406-A,P:1&2-,WITH SUPPORT,FOR GLUTEN PRESS-NO:01,NO, , ,                    , , ,0,0,2500,302S240,20042005,ST,467,2500,28/06/2004,01/07/2004,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,28/05/2004,  
11807027,SLEEVE EN-08 OD:130mm,ID:122mm,L=130,"mm,FOR STARCH ""FIBRE VETTER PRESS-NO:01"".",NO, , ,                    , , ,0,0,1800,302C076,20052006,ST,62,1800,19/04/2005,20/04/2005,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,15/04/2005,  
12382056,"PULLEY CI ""V""BELT OD:350mmDIA,""A""SEC","BORE:38.1mm,KEYWAY:5/16""DIA BSW,-",NO.OF GRV:02,FOR STARCH FILTER M/C-NO:02 OUTLET CONVEYOUR.,NO, , ,                    , , ,0,0,1323,302M186,20102011,ST,1522,1260,17/12/2010,18/12/2010,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,09/12/2010,  
11803188,BOLT LOCK SS 316Q M-24mm X3mm PITCH,X 54mm LONG,FOR BOTTOM TAPPER -,COUPLING OF OUR HOFER A'CLAVE NO:04 COMPLETE,NO, , ,                    , , ,0,0,261.36,302H099,20042005,ST,565,261.36,30/06/2004,07/07/2004,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,09/06/2004,  
19201817,KSB SUBMERSIBLE PUMP SET(SUB PUMP,AND MOTOR) TO BE SENT OUT SIDE FOR,REP. AS PER SHEET, TYPE HBC 603 SR.NO.036215  HP 60 RPM 2910,NO, , ,                    , , ,0,0,0,302K008,20102011,WO,91,7540,17/09/2010,NULL,0,0,0,0,0,0,0,0,0,0,A,20, ,EDP, ,17:39.0,0,0,07/09/2010,  
15282160,TROUGH FOR SCREW CONVEYOR 8 FT LG,MOC :SS-304 THK :3 MM, WITH MS ANGLE,OF 50 X 50 X 6 MM REFER DRG NO.284 FOR MORE DETAILS,MR, , ,                    , , ,0,0,7875,302C083,20112012,CP,209,7500,28/06/2011,NULL,1,3340.369565,0,0,9.756,76828.5,9.756,76828.5,0,0,A,20, , , ,NULL,0,0,10/06/2011,  
15204036,FABRICATION & ERECTION WORK,SHIFTING,PUMP VESEL 02 NO'S,H P TRAP LINE 03-NO'S CHANNEL SUPPORT 2 400 KG'S.FOR NEW REFINERY & BOILER,NO, , ,                    , , ,0,0,0,302M175,20032004,CP,209,15850,NULL,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,19/01/2004,  
15201447,CALANDRIYA SS 316Q.AS PER DRG.88 ,{M.S.SHELL 10mmTHKX1365mmIDX665mm-,lg}TUBE PLATES 05mmTHK OF SS 316Q.,"NO'S OF TUBE'S:072,OF 3""ODX12gXSEAML",NO, , ,                    , , ,0,0,240000,302C003,20032004,CP,35,240000,30/06/2003,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,13/05/2003,  
15205021,MCC PANEL - ASH HANDLING UNIT OF NB3,HAVING 2DOL OF 12.5HP,6DOL OF 0.5HP&,32A SFU WITH METERING.PL.SEE SEPRATE NOTE FOR FULL DETAIL,NO, , ,                    , , ,0,0,96173.38,302A423,20052006,CP,250,78000,28/01/2006,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,31:32.0,0,0,27/01/2006,  
16502033,"POWDER DRY CHEMICAL ""MINIMAX""05 KG.",CAPACITY,FIRE EXTINGUISHER COMPLETE,WITH BRACKET HOSE WITH OPEN TYPE-NOZZLE&ONEFILLING IS:2171 4308 4947,NO, , ,                    , , ,0,0,2365.13,302M294,20102011,MS,75,2252.5,17/09/2010,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,09/09/2010,  
15282956,BARE PUMP KWPZ (100-400II(N),DISCH-110 M3/HR, HEAD M35, EFF.-63.2 NPSHR(M) 2.3 BKW -183 RAM-1470 S.D.S(MM) 125 X 100,NO, , ,                    , , ,0,0,318181.5,302P135,20082009,CP,455,303030,07/07/2009,NULL,0,0,0,0,0,0,0,0,0,0,A,20, ,EDP, ,15:27.0,0,0,12/03/2009,  
12382086,ADJUSTABLE ANTIVIBRATIONS PAD,STATIC LOAD CAPICITY 250 KG,80mm DIA WITH M12 X 110mm LONG STUD,NUT AND WASHER,NO, , ,                    , , ,0,0,486.45,302M009,20102011,ST,1371,423,23/11/2010,24/11/2010,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,15/11/2010,  
19201278,ROTOR DULY ASSEMBLED ON OUR SHAFT-,& BALANCED AT 2,900 RPM M-20 HT B.15,NUT/WASHER ALL COMPLETE TECH.DETAILS AS PER OUR ENGR'S INSTRUCTION'S.,NO, , ,                    , , ,0,0,4500,302C134,20012002,RP,228,4500,27/12/2001,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,27/12/2001,  
11806013,BUSH PLAIN EN-31, 128X101X65 MM L,HEAT TREATED 55-60 RC HARDENESS,O.D./.I.D. GRINDING AS DRG.SR-17 P-2 FOR OUR KRUPP A'CLAVE NO: 1 & 2.,NO, , ,                    , , ,0,0,3675,302S240,20122013,ST,1835,3500,05/02/2013,06/02/2013,1,1278.26087,0,0,6,22050,6,22050,0,0,A,20, , , ,NULL,2,7350,10/01/2013,  
11430234,SINGLE CHANNEL PROCESS INDICATOR,TYPE MICRO CONTROLLER BASED MODE,90IP I/P 4-20MA, SUPPLY-230V AC O/P 4 TO 20 MA SIZE:96X48X110MM,NO, , ,                    , ,S2305,0,0,2875,302T142,20082009,ST,1904,2500,05/01/2009,03/03/2009,0,0,0,0,0,0,0,0,0,0,A,20, ,STORE, ,08:21.0,0,0,17/12/2008,  
15202265,TRANSFORMER CONTROL WT FUSE,PROTECTION I/P,0-300-380-400-415-440 VOLT,O/P 0-180-200-210-220-230VOLT CAP:800VA 50HZ CLASS-F,NO, , ,                    , , ,0,0,0, , , ,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,A,20, ,EDP, ,44:25.0,0,0,NULL,  
11481865,RPM INDICATOR & CONTROLLER P.S.,230V AC,INPUT 4-20MA,TWC RELAY ALARM O/P SIZE:96 X 96MM,NO, , ,                    , ,S2305,1,3127.01,3127.01,302M237,20112012,ST,1771,2700,23/03/2012,NULL,0,0,1,3127.01,1,3127.01,0,0,0,0,A,0, ,STORE,UPD,14:01.0,0,0,14/03/2012,  
11450073,DIGITAL TEMP.CONTROLLER,SUPPLY:230V 5042,I/P:TYPE 2 WIRE O/P:2-REALY, 2SET POINT MOD:DTIC-333 MAKE:SOLID STATE CONT,NO, , ,                    , ,S2405,0,0,1890,302S721,20082009,ST,701,1800,19/07/2008,19/07/2008,0,0,0,0,0,0,0,0,0,0,A,20, ,STORE, ,10:54.0,0,0,30/06/2008,  
16405100,STEEL STENCIL JUN,JUL,AUG,SEP OCT,NO, , ,                    , , ,0,0,1.25,302J140,20002001,CO,41,1.28,01/10/2002,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,28/06/2000,  
16405116,STEREIO OF BANAWI CONTAINER GROUP,FACTORY CO. LTD,JEDDAH- SAUDI ARABIA SEP-2001,OCT 2006 2SET,SC, , ,                    , , ,0,0,0.3,302S508,20012002,CO,2,0.3,03/09/2001,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,05/04/2001,  
11281485,PULLEY FLAT CI  10INCH OD, 4INCH ,WIDTH BORE 59-75MM KEY WAY 20X10MM,LOCK PIN ON KEY WAY 0.5INCH BSW BOSS OD 4-5INCH BOSS LENGTH 5.75 INCH,NO, , ,                    , , ,0,0,2677.5,302R254,20102011,ST,1382,2550,20/11/2010,22/11/2010,0,0,0,0,0,0,0,0,0,0,A,20, ,EDP, ,24:31.0,0,0,16/11/2010,  
12343202,HEAT EXCHANGER CUM AFTERCOOLER FOR ,REFINERY IR-AIRCOMPRESSOR,LEN:1500MM,"COPPER TUBE 160NO,TUBE THK,3MM ¾"" OD MS SHELL16"" BOTH END SIDE FLANGE",NO, , ,                    , , ,0,0,139650,302R254,20112012,ST,87,133000,03/05/2011,03/05/2011,1,6071.73913,0,0,1,139650,1,139650,0,0,A,0, ,EDP,ADD,14:47.0,0,0,16/04/2011,  
11808025,PINION HELICAL EN-24,114T,WIDTH:32mm,BORE:28.06mm OD:248.5mmDIA KEYWAY:08mmWX04mmD.FOR STARCH-SAYABOND ROSTER.,NO, , ,                    , , ,0,0,5067.36,302M176,20042005,ST,817,5067.36,17/08/2004,21/08/2004,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,07/07/2004,  
11808005,PINION HELICAL EN-24,TEETH 23 -,BORE:32.1mmDIA,FACE WIDTH:35.5mm-OD:57.5mmDIA KEYWAY:8mmX2.6mmD NITRIDING IS TO BE DONE FOR SURFACE,NO, , ,                    , , ,0,0,421.2,302M176,20042005,ST,15,421.2,21/04/2004,22/04/2004,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,03/04/2004,  
15201568,GASKET 594mmODX536mmIDX05mmTHK-,MOC:SS 316Q.,W.P.:80KG/CM2,MAINTAIN-OD&ID SHOULD BE FIX.FOR A'CAVE NO:06,NO, ,C,LUB.OIL /  GREASE   , , ,0,0,4674.8,302I070,20032004,CP,126,3875,23/09/2003,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,08/09/2003,  
15282852,NOZZLE,MOC-SS316,SIZE:40MM(NB)X400LG,THK-10S(3MM)WITH PUDDLE FLANGE OD100 MOC-IS2062 Gr.A(MILD STEEL)THK 6MM AS PER DRAWING,NO, , ,                    , , ,0,0,735,302M306,20082009,CP,210,700,20/10/2008,NULL,0,0,0,0,0,0,0,0,0,0,A,20, ,EDP, ,44:16.0,0,0,07/10/2008,  
19201297,FAN ROTOR BLADES TOBE REPLACED BY-,NEW & BALANCING IS TO BE DONE AT -0 TO 3,000 RPM,OF BUHLER SECTION-DISTANER'S VACC.AS ENGR'S INSTRUCTI,NO, , ,                    , , ,0,0,6200,302P292,20072008,RP,3,6200,13/04/2007,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,12/04/2007,  
11805258,"CHAIN SPROCKET 40 TEETH,1"" PITCH",BORE:44mm DIA,KEYWAY:12mm X 6mm,"3/8"" BSW,LOCK PIN ON KEYWAY & 180 DG OF KEYWAY FOR OUR LUMP BREAKER",NO, , ,                    , , ,0,0,1308.83,302C170,20102011,ST,1304,1246.5,26/10/2010,29/10/2010,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,23/10/2010,  
19201451,STIRRER REAR END SHAFT IS TO BE PRE-,PARED NEW FROM SS 304Q.ROUND BAR ,& TO BE FITTED WT HOLLOE SHAFT &-,TO BE WELDED OF KRUPP A'CLAVE,NO, , ,                    , , ,0,0,6000,302H130,20052006,RP,64,2500,30/12/2002,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,17/01/2006,  
19201478,SHAFT EN-08,GROUP:6.3,REPAIR/BALANC-ING/FITTING OF OUR DEXT.,CENTRIFUGE-BASKET ALL DETAIL'S AS PER OUR ENGRS INSTRUCTION'S & AS PER YR.QUOT.COMPL,NO, , ,                    , , ,0,0,11500,302C139,20022003,RP,256,11500,22/03/2003,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,21/02/2003,  
19201300,SPROCKET MS 15 TEETH REPARING-,WITH PREPARE MS SLEEVE & FITTED,,WITH KEYWAY OF OUR GERM DRYER RG BOX ALL DETAIL'S AS OUR ENGR'S INSTRUCTI,NO, , ,                    , , ,0,0,740,302C076,20012002,RP,253,740,22/01/2002,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,19/01/2002,  
11607216,FRONT SHAFT WT SPROCKET ASSEMBLY-,AS PER DRG.NO:80-412-24-267,FOR:CONTINOUS SPREDDER STOKER PARTS,OF OUR NB-2,NO, , ,                    , ,BOI.G,0,0,178425.92,302B117,20082009,ST,565,169750,04/08/2008,04/08/2008,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,16/06/2008,  
19201552,THICKNESS GAUGE ULTRASONIC REPAIRS/,RECALIBRATION & CERTIFICATION,INCL.-REPLACEMENT OF:PLASTIC PLUGS BEND-,OF PROBE CABLE{MODEL:DTM-2CDM{1857},NO, , ,                    , , ,0,0,1242,302M124,20032004,RP,203,1150,02/01/2004,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,10/12/2003,  
19202160,TRANSFORMER TO BE OVERHAULING OF:1000 KVA,11 KV/433V,OIL COOLED WITH OIL FILTRATION,ALL COMPLETE DETAIL'S AS PER YR OFFER & OUR ENGR'S INSTRU.,NO, , ,                    , , ,0,0,23000,302A340,20012002,RP,67,23000,03/04/2002,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,18/06/2001,  
15201410,GAS BUBBLER 800mmDIAX3000mmLG-,TO BE MFG.FROM:SS 304Q.THK PLATE,ALONG WT 06mmTHK SS 304Q.DISC END,"ON BOTH SIDE & CONN.OF 4""DIA COMPLET",NO, , ,                    , , ,0,0,76680,302A282,20032004,CP,3,84500,18/09/2003,NULL,0,0,0,0,0,0,0,0,0,0,A,20, , , ,NULL,0,0,05/04/2003,  
19215001,OPERATION AND MAINTENANCE OF CVL/IJT,IBL BOILERS ALONG WITH COAL PLANT ,,COAL HANDLING AND ASH HANDLING UNITS ON LUMSUM PER MONTH,NO, , ,                    , , ,0,0,0,302V149,20122013,CO,89,660000,NULL,NULL,0,0,0,0,0,0,0,0,0,0,A,20, ,EDP, ,23:28.0,0,0,01/02/2013,  
16001011,WORKWERE FOR MAN TROUSER AND HALF,SLEEVE SHIRT WITH ,AMERICAN SHOW ,PATTY EMBROIDERY  MP/SIL/SS/NBC LOGO ON POCKET & ALSOWITH GRIP IN TROUSER,NO, , ,                    , , ,0,0,178,302N214,20122013,MS,93,178,13/12/2012,NULL,54,9550.086957,0,0,583,103774,583,103774,0,0,A,20, ,STORE,UPD,24:48.0,651,115878,12/09/2012,  
11607001,STOKER CHAIN ASSEMBLY OF SET LINK,AS PER DRG.NO: BR-192{80/412/24/316},(EACH LINK ASSEMBLY CONSIST OF TWO-,LINKS ONE BUSH & ONE PIN)OF OUR NB-2,NO, , ,                    , ,BOI.G,0,0,248.123,302B117,20082009,ST,565,252.2,12/07/2008,22/09/2008,0,0,0,0,0,0,0,0,0,0,A,20, , , ,08:23.0,0,0,16/06/2008,  
